#contig	Name	Description	start	stop	chr
chr17	ENSG00000108773.10	KAT2A	42113107	42121358	17
chr17	ENSG00000267758.1	RP11-358B23.5	42268586	42269807	17
chr17	ENSG00000236194.3	AC003104.1	42270516	42272683	17
chr17	ENSG00000267632.1	RP11-400F19.18	42509783	42511519	17
chr17	ENSG00000108784.9	NAGLU	42536171	42544449	17
chr17	ENSG00000108785.7	HSD17B1P1	42546763	42548706	17
chr17	ENSG00000266962.2	RP11-400F19.6	42553030	42554668	17
chr17	ENSG00000108788.11	MLX	42567067	42573239	17
chr17	ENSG00000037042.8	TUBG2	42659304	42667006	17
chr17	ENSG00000068137.14	PLEKHH3	42667913	42676994	17
chr17	ENSG00000184451.5	CCR10	42678888	42683820	17
chr17	ENSG00000267765.1	CTD-3193K9.3	42683186	42683542	17
chr17	ENSG00000108797.11	CNTNAP1	42683917	42699814	17
chr17	ENSG00000273650.1	CTD-3193K9.11	42751288	42751717	17
chr17	ENSG00000214578.5	HMGN2P15	42753529	42753799	17
chr17	ENSG00000197291.8	RAMP2-AS1	42753913	42761193	17
chr17	ENSG00000131477.10	RAMP2	42761257	42763041	17
chr17	ENSG00000131475.6	VPS25	42773435	42779599	17
chr17	ENSG00000183978.7	COA3	42795382	42798704	17
chr17	ENSG00000131471.6	AOC3	42851183	42858130	17
chr17	ENSG00000260105.6	AOC4P	42865921	42874369	17
chr17	ENSG00000068079.7	IFI35	43006724	43014456	17
chr17	ENSG00000012048.20	BRCA1	43044294	43125483	17
chr17	ENSG00000198496.10	NBR2	43125609	43153671	17
chr17	ENSG00000267681.1	CTD-3199J23.6	43145113	43145255	17
chr17	ENSG00000267002.2	RP11-242D8.1	43148367	43171037	17
chr17	ENSG00000267340.1	RP11-242D8.3	43169879	43170077	17
chr17	ENSG00000184988.8	TMEM106A	43211834	43220041	17
chr17	ENSG00000279602.1	CTD-3014M21.1	43360040	43361361	17
chr17	ENSG00000175906.4	ARL4D	43398958	43401137	17
chr17	ENSG00000175832.12	ETV4	43527843	43579620	17
chr17	ENSG00000005102.12	MEOX1	43640387	43661954	17
chr17	ENSG00000167941.2	SOST	43753730	43758788	17
chr17	ENSG00000161647.18	MPP3	43800798	43833170	17
chr17	ENSG00000161649.12	CD300LG	43847147	43863629	17
chr17	ENSG00000108852.14	MPP2	43875356	43909711	17
chr17	ENSG00000161653.10	NAGS	44004545	44009060	17
chr17	ENSG00000091947.9	TMEM101	44011187	44023946	17
chr17	ENSG00000108840.15	HDAC5	44076745	44123702	17
chr17	ENSG00000267080.5	ASB16-AS1	44175972	44186717	17
chr17	ENSG00000108312.14	UBTF	44205032	44221626	17
chr17	ENSG00000260793.2	RP5-882C2.2	44221914	44223710	17
chr17	ENSG00000004939.13	SLC4A1	44248384	44268141	17
chr17	ENSG00000030582.17	GRN	44345085	44353102	17
chr17	ENSG00000161682.14	FAM171A2	44353214	44363875	17
chr17	ENSG00000005961.17	ITGA2B	44372179	44389505	17
chr17	ENSG00000180340.6	FZD2	44557458	44559570	17
chr17	ENSG00000180329.13	CCDC43	44673068	44689612	17
chr17	ENSG00000267505.1	CTC-296K1.3	44793198	44794474	17
chr17	ENSG00000267405.1	CTC-296K1.4	44794746	44797783	17
chr17	ENSG00000182963.9	GJC1	44798447	44830816	17
chr17	ENSG00000131097.6	HIGD1B	44846352	44849388	17
chr17	ENSG00000131095.12	GFAP	44905390	44916937	17
chr17	ENSG00000186185.13	KIF18B	44924708	44947711	17
chr17	ENSG00000181513.14	ACBD4	45132599	45144181	17
chr17	ENSG00000276728.1	AC142472.6	45146729	45148470	17
chr17	ENSG00000224505.2	AC002117.1	45159329	45161510	17
chr17	ENSG00000267288.2	RP13-890H12.2	45168799	45171584	17
chr17	ENSG00000267121.5	CTD-2020K17.1	45190930	45221788	17
chr17	ENSG00000184922.13	FMNL1	45222222	45247266	17
chr17	ENSG00000233175.2	CTD-2020K17.3	45238027	45241734	17
chr17	ENSG00000006062.14	MAP3K14	45263391	45317040	17
chr17	ENSG00000214425.7	LRRC37A4P	45506740	45550335	17
chr17	ENSG00000264070.1	DND1P1	45585870	45586929	17
chr17	ENSG00000280022.1	RP11-707O23.1	45592620	45593369	17
chr17	ENSG00000263503.1	MAPK8IP1P2	45600868	45602340	17
chr17	ENSG00000262372.1	RP11-669E14.6	46035520	46035770	17
chr17	ENSG00000214401.4	KANSL1-AS1	46193575	46196723	17
chr17	ENSG00000262539.1	RP11-259G18.3	46259550	46260606	17
chr17	ENSG00000238083.7	LRRC37A2	46511510	46553449	17
chr17	ENSG00000213326.4	RPS7P11	46721581	46722167	17
chr17	ENSG00000198336.9	MYL4	47200445	47223679	17
chr17	ENSG00000259207.7	ITGB3	47253845	47311816	17
chr17	ENSG00000263293.2	THCAT158	47303459	47318620	17
chr17	ENSG00000073861.2	TBX21	47733243	47746119	17
chr17	ENSG00000006025.11	OSBPL7	47807371	47821834	17
chr17	ENSG00000141294.9	LRRC46	47831626	47837691	17
chr17	ENSG00000189120.4	SP6	47844907	47855874	17
chr17	ENSG00000264920.1	RP11-6N17.4	47891254	47895812	17
chr17	ENSG00000266601.1	RP11-6N17.3	47929681	47933106	17
chr17	ENSG00000108439.9	PNPO	47941505	47948288	17
chr17	ENSG00000167183.2	PRR15L	47951966	47957878	17
chr17	ENSG00000005243.9	COPZ2	48026166	48038030	17
chr17	ENSG00000141293.15	SKAP1	48133439	48430275	17
chr17	ENSG00000173917.10	HOXB2	48540893	48544989	17
chr17	ENSG00000230148.8	HOXB-AS1	48544350	48551250	17
chr17	ENSG00000120093.11	HOXB3	48548869	48590272	17
chr17	ENSG00000239552.2	HOXB-AS2	48557261	48560333	17
chr17	ENSG00000182742.5	HOXB4	48575512	48579629	17
chr17	ENSG00000233101.10	HOXB-AS3	48590419	48606414	17
chr17	ENSG00000120075.5	HOXB5	48591256	48593961	17
chr17	ENSG00000108511.9	HOXB6	48595750	48604992	17
chr17	ENSG00000260027.4	HOXB7	48607226	48633572	17
chr17	ENSG00000170703.15	TTLL6	48762234	48817214	17
chr17	ENSG00000159199.13	ATP5G1	48892764	48895871	17
chr17	ENSG00000167083.6	GNGT2	49202790	49209400	17
chr17	ENSG00000108798.8	ABI3	49210226	49223225	17
chr17	ENSG00000173868.11	PHOSPHO1	49223361	49230766	17
chr17	ENSG00000167085.11	PHB	49404048	49414905	17
chr17	ENSG00000064300.8	NGFR	49502062	49515017	17
chr17	ENSG00000182575.7	NXPH3	49575857	49582290	17
chr17	ENSG00000246640.1	RP11-1094H24.4	50050348	50055739	17
chr17	ENSG00000005884.17	ITGA3	50055967	50090481	17
chr17	ENSG00000276851.1	RP5-875H18.9	50094064	50094647	17
chr17	ENSG00000005882.11	PDK2	50094736	50110039	17
chr17	ENSG00000167100.14	SAMD14	50112152	50129882	17
chr17	ENSG00000108823.15	SGCA	50165984	50175931	17
chr17	ENSG00000108821.13	COL1A1	50183288	50201632	17
chr17	ENSG00000167105.7	TMEM92	50271405	50281485	17
chr17	ENSG00000251179.1	TMEM92-AS1	50281576	50287855	17
chr17	ENSG00000108826.15	MRPL27	50367856	50373214	17
chr17	ENSG00000154920.14	EME1	50373219	50381237	17
chr17	ENSG00000108829.9	LRRC59	50375058	50397239	17
chr17	ENSG00000136457.9	CHAD	50464495	50468966	17
chr17	ENSG00000136449.13	MYCBPAP	50508383	50531501	17
chr17	ENSG00000049283.17	EPN3	50532542	50543750	17
chr17	ENSG00000006282.20	SPATA20	50546305	50555852	17
chr17	ENSG00000108846.15	ABCC3	50634776	50692252	17
chr17	ENSG00000108848.15	LUC7L3	50719543	50756213	17
chr17	ENSG00000141232.4	TOB1	50862222	50867495	17
chr17	ENSG00000262006.1	RP11-700H6.4	50909737	50910232	17
chr17	ENSG00000239672.7	NME1	51153535	51162428	17
chr17	ENSG00000262902.1	MTCO1P40	53105733	53106358	17
chr17	ENSG00000279059.1	RP11-257O5.2	54956759	54958426	17
chr17	ENSG00000166263.13	STXBP4	54968785	55173632	17
chr17	ENSG00000108924.13	HLF	55265011	55325065	17
chr17	ENSG00000166292.11	TMEM100	55719626	55732121	17
chr17	ENSG00000141179.13	PCTP	55750978	55823090	17
chr17	ENSG00000153930.11	ANKFN1	55882300	56511659	17
chr17	ENSG00000183691.4	NOG	56593698	56595590	17
chr17	ENSG00000214226.8	C17orf67	56791912	56838773	17
chr17	ENSG00000283209.1	RP11-347L15.1	56803840	56804269	17
chr17	ENSG00000153933.9	DGKE	56834098	56869567	17
chr17	ENSG00000274213.1	RP11-670E13.6	56914185	56914533	17
chr17	ENSG00000263004.1	RP11-166P13.3	57078297	57085024	17
chr17	ENSG00000121057.12	AKAP1	57085091	57121349	17
chr17	ENSG00000181610.12	MRPS23	57834780	57850056	17
chr17	ENSG00000264112.1	RP11-159D12.2	57989038	57994850	17
chr17	ENSG00000279069.1	RP11-159D12.6	58006673	58008187	17
chr17	ENSG00000279207.1	RP11-159D12.8	58095671	58101479	17
chr17	ENSG00000121053.5	EPX	58192736	58205174	17
chr17	ENSG00000278627.1	RP11-506H21.5	58202351	58203003	17
chr17	ENSG00000011143.16	MKS1	58205436	58219605	17
chr17	ENSG00000005381.7	MPO	58269855	58280935	17
chr17	ENSG00000005379.15	TSPOAP1	58301230	58328760	17
chr17	ENSG00000265206.5	RP5-1171I10.5	58330883	58332508	17
chr17	ENSG00000108375.12	RNF43	58353719	58417595	17
chr17	ENSG00000264672.5	SEPT4-AS1	58519836	58544671	17
chr17	ENSG00000108387.14	SEPT4	58520249	58540818	17
chr17	ENSG00000224738.1	AC099850.1	59106921	59118267	17
chr17	ENSG00000068489.12	PRR11	59155498	59204705	17
chr17	ENSG00000265415.1	CTD-2510F5.4	59202676	59202900	17
chr17	ENSG00000167447.12	SMG8	59209399	59215247	17
chr17	ENSG00000175155.8	YPEL2	59331688	59401729	17
chr17	ENSG00000273702.1	RP11-758H9.2	59618552	59619688	17
chr17	ENSG00000062716.12	VMP1	59707191	59841092	17
chr17	ENSG00000108423.14	TUBD1	59859481	59892945	17
chr17	ENSG00000189050.15	RNFT1	59952239	59964761	17
chr17	ENSG00000267416.1	CTD-2319I12.2	60079308	60088695	17
chr17	ENSG00000261040.6	WFDC21P	60083565	60091885	17
chr17	ENSG00000267248.1	CTD-2319I12.4	60126534	60134998	17
chr17	ENSG00000267095.1	CTD-2319I12.5	60135761	60140081	17
chr17	ENSG00000167434.9	CA4	60149935	60170899	17
chr17	ENSG00000241157.1	RP11-3K24.1	60245287	60245647	17
chr17	ENSG00000267207.1	RP11-264B14.1	61034635	61036384	17
chr17	ENSG00000267667.1	RP11-136H19.1	61130703	61135964	17
chr17	ENSG00000267131.1	RP11-332H18.5	61361667	61367704	17
chr17	ENSG00000267280.5	TBX2-AS1	61393455	61411555	17
chr17	ENSG00000121068.13	TBX2	61399895	61409466	17
chr17	ENSG00000187013.4	C17orf82	61411750	61413280	17
chr17	ENSG00000121075.9	TBX4	61452403	61485110	17
chr17	ENSG00000267137.1	RP11-15K2.2	61460223	61463384	17
chr17	ENSG00000274565.1	CTD-3035K23.7	62626453	62627400	17
chr17	ENSG00000011028.13	MRC2	62627590	62693597	17
chr17	ENSG00000279713.1	CTD-3035K23.3	62679402	62681354	17
chr17	ENSG00000173838.11	MARCH10	62701313	62808344	17
chr17	ENSG00000170921.15	TANC2	63009555	63427699	17
chr17	ENSG00000159640.15	ACE	63477060	63498380	17
chr17	ENSG00000173826.14	KCNH6	63523333	63548977	17
chr17	ENSG00000136463.7	TACO1	63600871	63608365	17
chr17	ENSG00000270587.1	RP11-51F16.9	63610771	63611184	17
chr17	ENSG00000136490.8	LIMD2	63696303	63700685	17
chr17	ENSG00000279369.1	RP11-51F16.1	63700846	63702670	17
chr17	ENSG00000259384.6	GH1	63917199	63918506	17
chr17	ENSG00000007312.12	CD79B	63928739	63932354	17
chr17	ENSG00000224383.7	PRR29	64001083	64004304	17
chr17	ENSG00000108622.10	ICAM2	64005106	64020634	17
chr17	ENSG00000266402.3	SNHG25	64145969	64146476	17
chr17	ENSG00000261371.5	PECAM1	64319414	64413776	17
chr17	ENSG00000271605.5	MILR1	64449036	64468643	17
chr17	ENSG00000271779.1	RP11-87N3.6	64572828	64573081	17
chr17	ENSG00000265982.1	RP11-927P21.4	64778841	64778937	17
chr17	ENSG00000265218.1	RP11-927P21.1	64892845	64910180	17
chr17	ENSG00000120063.9	GNA13	65010714	65056839	17
chr17	ENSG00000108370.16	RGS9	65100811	65227703	17
chr17	ENSG00000168646.12	AXIN2	65528562	65561647	17
chr17	ENSG00000091583.10	APOH	66212032	66256525	17
chr17	ENSG00000075461.5	CACNG4	66964909	67033398	17
chr17	ENSG00000154217.14	PITPNC1	67377280	67697261	17
chr17	ENSG00000130935.9	NOL11	67717832	67744531	17
chr17	ENSG00000186665.9	C17orf58	67991100	67996431	17
chr17	ENSG00000182481.8	KPNA2	68035518	68046842	17
chr17	ENSG00000277476.1	RP11-147L13.13	68133200	68135935	17
chr17	ENSG00000278740.1	RP11-147L13.14	68188546	68189165	17
chr17	ENSG00000274712.1	RP11-147L13.15	68205488	68207493	17
chr17	ENSG00000108932.11	SLC16A6	68267025	68291267	17
chr17	ENSG00000108950.11	FAM20A	68535112	68601389	17
chr17	ENSG00000141338.13	ABCA8	68867291	68955392	17
chr17	ENSG00000154258.16	ABCA9	68974487	69061064	17
chr17	ENSG00000154262.12	ABCA6	69078701	69141888	17
chr17	ENSG00000267361.1	LOC100421166	69094288	69095499	17
chr17	ENSG00000154263.17	ABCA10	69147213	69228860	17
chr17	ENSG00000267203.1	SNRPGP4	69318732	69318961	17
chr17	ENSG00000267653.1	RP1-193H18.3	69477138	69501755	17
chr17	ENSG00000267194.1	RP1-193H18.2	69551357	69553861	17
chr17	ENSG00000267603.1	LINC01028	70051276	70068095	17
chr17	ENSG00000153822.13	KCNJ16	70053480	70135608	17
chr17	ENSG00000123700.4	KCNJ2	70169534	70180048	17
chr17	ENSG00000125398.5	SOX9	72121019	72126420	17
chr17	ENSG00000180616.8	SSTR2	73165011	73176633	17
chr17	ENSG00000277728.1	RP11-143K11.7	73202967	73203431	17
chr17	ENSG00000141219.15	C17orf80	73232394	73248947	17
chr17	ENSG00000069188.16	SDK2	73334383	73644089	17
chr17	ENSG00000177338.13	LINC00469	73750329	73828520	17
chr17	ENSG00000171595.13	DNAI2	74274246	74314884	17
chr17	ENSG00000266106.1	RP11-647F2.2	74307209	74309790	17
chr17	ENSG00000196169.14	KIF19	74326209	74355820	17
chr17	ENSG00000170412.16	GPRC5C	74424850	74451653	17
chr17	ENSG00000167851.13	CD300A	74466415	74484796	17
chr17	ENSG00000178789.8	CD300LB	74521173	74531474	17
chr17	ENSG00000167850.3	CD300C	74541107	74546143	17
chr17	ENSG00000261222.2	CTD-2006K23.1	74599839	74607229	17
chr17	ENSG00000186407.6	CD300E	74609886	74623738	17
chr17	ENSG00000172794.19	RAB37	74670577	74747318	17
chr17	ENSG00000186074.18	CD300LF	74694310	74712978	17
chr17	ENSG00000161513.11	FDXR	74862496	74873031	17
chr17	ENSG00000167861.15	HID1	74950743	74973166	17
chr17	ENSG00000263586.1	HID1-AS1	74970703	74975728	17
chr17	ENSG00000109089.7	CDR2L	74987631	75005800	17
chr17	ENSG00000167862.9	MRPL58	75012669	75021261	17
chr17	ENSG00000239607.3	RN7SL573P	75041739	75042015	17
chr17	ENSG00000170190.15	SLC16A5	75087726	75106162	17
chr17	ENSG00000125454.11	SLC25A19	75277352	75289510	17
chr17	ENSG00000177303.9	CASKIN2	75500260	75515583	17
chr17	ENSG00000073350.13	LLGL2	75525079	75575208	17
chr17	ENSG00000266714.6	MYO15B	75588057	75626501	17
chr17	ENSG00000204323.5	SMIM5	75633433	75641404	17
chr17	ENSG00000259120.2	SMIM6	75646242	75647977	17
chr17	ENSG00000132470.13	ITGB4	75721327	75757818	17
chr17	ENSG00000092929.11	UNC13D	75827224	75844717	17
chr17	ENSG00000132481.6	TRIM47	75874160	75876371	17
chr17	ENSG00000267801.1	RP11-552F3.9	75876492	75879546	17
chr17	ENSG00000188878.19	FBF1	75909573	75941056	17
chr17	ENSG00000167880.7	EVPL	76004501	76027452	17
chr17	ENSG00000279382.1	RP11-449J21.3	76090307	76091669	17
chr17	ENSG00000129654.7	FOXJ1	76136332	76141299	17
chr17	ENSG00000267128.1	RNF157-AS1	76140564	76154650	17
chr17	ENSG00000129646.14	QRICH2	76274048	76307998	17
chr17	ENSG00000161542.16	PRPSAP1	76309485	76384521	17
chr17	ENSG00000176170.13	SPHK1	76376583	76387860	17
chr17	ENSG00000129667.12	RHBDF2	76470895	76501790	17
chr17	ENSG00000161544.9	CYGB	76527355	76551175	17
chr17	ENSG00000214140.10	PRCD	76538063	76553578	17
chr17	ENSG00000267543.1	RP11-666A8.7	76549950	76550826	17
chr17	ENSG00000272386.1	RP11-666A8.12	76551351	76551579	17
chr17	ENSG00000284526.1	RP11-666A8.13	76565348	76569791	17
chr17	ENSG00000267078.1	RP11-666A8.9	76570544	76571240	17
chr17	ENSG00000070731.10	ST6GALNAC2	76572636	76586956	17
chr17	ENSG00000070526.14	ST6GALNAC1	76624760	76643838	17
chr17	ENSG00000182534.13	MXRA7	76673658	76711016	17
chr17	ENSG00000070495.14	JMJD6	76712831	76726799	17
chr17	ENSG00000167889.12	MGAT5B	76868455	76950316	17
chr17	ENSG00000129657.14	SEC14L1	77088949	77217101	17
chr17	ENSG00000262870.1	CYCSP40	77198949	77199543	17
chr17	ENSG00000204282.4	TNRC6C-AS1	78109050	78110457	17
chr17	ENSG00000167895.14	TMC8	78130769	78142968	17
chr17	ENSG00000167900.11	TK1	78174074	78187233	17
chr17	ENSG00000183077.15	AFMID	78187316	78207701	17
chr17	ENSG00000089685.14	BIRC5	78214185	78225636	17
chr17	ENSG00000184557.4	SOCS3	78356777	78360077	17
chr17	ENSG00000266970.1	RP11-806H10.4	78360452	78373911	17
chr17	ENSG00000279570.1	CTD-2357A8.2	78691265	78691979	17
chr17	ENSG00000055483.19	USP36	78787380	78841441	17
chr17	ENSG00000035862.12	TIMP2	78852976	78925387	17
chr17	ENSG00000173918.14	C1QTNF1	79022813	79049788	17
chr17	ENSG00000167280.16	ENGASE	79074938	79088599	17
chr17	ENSG00000173894.10	CBX2	79778131	79787983	17
chr17	ENSG00000141519.14	CCDC40	80036631	80100613	17
chr17	ENSG00000262580.5	RP11-334C17.5	80200672	80205949	17
chr17	ENSG00000181045.14	SLC26A11	80219698	80253500	17
chr17	ENSG00000262979.1	CTD-2047H16.2	80315650	80316633	17
chr17	ENSG00000276863.1	CTD-2047H16.5	80333840	80334366	17
chr17	ENSG00000263069.5	CTD-2047H16.4	80351827	80415164	17
chr17	ENSG00000171246.5	NPTX1	80467147	80477843	17
chr17	ENSG00000226137.5	BAIAP2-AS1	81029129	81034881	17
chr17	ENSG00000175866.15	BAIAP2	81035121	81117294	17
chr17	ENSG00000181409.11	AATK	81117432	81166077	17
chr17	ENSG00000263167.1	RP11-149I9.2	81135770	81136256	17
chr17	ENSG00000262115.1	RP11-455O6.2	81197392	81200288	17
chr17	ENSG00000276101.1	RP11-455O6.8	81251193	81251803	17
chr17	ENSG00000185168.5	LINC00482	81303770	81309248	17
chr17	ENSG00000275542.1	RP11-455O6.9	81339182	81339691	17
chr17	ENSG00000275966.1	RP11-1055B8.9	81345475	81345966	17
chr17	ENSG00000262877.4	RP11-1055B8.4	81388125	81390256	17
chr17	ENSG00000185298.12	CCDC137	81666633	81673904	17
chr17	ENSG00000262814.7	MRPL12	81703356	81707526	17
chr17	ENSG00000183048.11	SLC25A10	81712235	81721016	17
chr17	ENSG00000185624.14	P4HB	81843158	81860694	17
chr17	ENSG00000278876.1	RP11-498C9.4	81862777	81863102	17
chr17	ENSG00000185813.10	PCYT2	81902905	81911464	17
chr17	ENSG00000197063.10	MAFG	81918269	81927714	17
chr17	ENSG00000265688.1	MAFG-AS1	81927828	81930753	17
chr17	ENSG00000183010.16	PYCR1	81932383	81942412	17
chr17	ENSG00000185269.11	NOTUM	81952506	81961840	17
chr17	ENSG00000169683.7	LRRC45	82023301	82031151	17
chr17	ENSG00000169750.8	RAC3	82031623	82034202	17
chr17	ENSG00000169738.7	DCXR	82035135	82037732	17
chr17	ENSG00000264569.1	RP13-650J16.1	82037904	82039380	17
chr17	ENSG00000169710.8	FASN	82078332	82098332	17
chr17	ENSG00000265678.1	RP11-1376P16.2	82153429	82153609	17
chr17	ENSG00000141526.16	SLC16A3	82228396	82261129	17
chr17	ENSG00000275888.1	RP13-516M14.10	82244831	82245591	17
chr17	ENSG00000280407.2	RP13-516M14.8	82249066	82251844	17
chr17	ENSG00000260563.3	RP13-516M14.1	82293715	82294910	17
chr17	ENSG00000173762.7	CD7	82314867	82317602	17
chr17	ENSG00000141574.7	SECTM1	82321023	82334074	17
chr17	ENSG00000260011.2	RP13-20L14.1	82381109	82382690	17
chr17	ENSG00000169660.15	HEXDC	82418317	82442588	17
chr17	ENSG00000265458.1	RP13-20L14.6	82454272	82458521	17
chr17	ENSG00000279744.1	RP13-20L14.10	82462600	82464255	17
chr17	ENSG00000266236.1	NARF-IT1	82482097	82483388	17
chr17	ENSG00000265136.1	RP13-638C3.6	82576615	82577391	17
chr17	ENSG00000262652.1	RP13-638C3.2	82578022	82578616	17
chr17	ENSG00000262147.1	RP13-638C3.3	82588255	82588411	17
chr17	ENSG00000141542.10	RAB40B	82654972	82698728	17
chr17	ENSG00000167363.13	FN3K	82735574	82751197	17
chr17	ENSG00000262410.1	RP11-388C12.8	82745067	82745709	17
chr17	ENSG00000141579.6	ZNF750	82829434	82840578	17
chr17	ENSG00000262663.1	RP11-497H17.1	82918281	82918785	17
chr17	ENSG00000176845.12	METRNL	83079690	83095119	17
chr17	ENSG00000261888.1	AC144831.1	83104254	83106910	17
chr18	ENSG00000158270.11	COLEC12	316986	500722	18
chr18	ENSG00000176890.15	TYMS	657603	673578	18
chr18	ENSG00000132199.18	ENOSF1	670323	712676	18
chr18	ENSG00000265490.1	RP11-806L2.6	706578	707648	18
chr18	ENSG00000176105.13	YES1	721587	812546	18
chr18	ENSG00000273355.1	RP11-672L10.6	813273	813756	18
chr18	ENSG00000265179.6	RP11-672L10.2	902765	906667	18
chr18	ENSG00000141433.12	ADCYAP1	907680	912172	18
chr18	ENSG00000080986.12	NDC80	2571510	2616635	18
chr18	ENSG00000101596.14	SMCHD1	2655737	2805017	18
chr18	ENSG00000132205.10	EMILIN2	2847029	2915993	18
chr18	ENSG00000101605.12	MYOM1	3066806	3220108	18
chr18	ENSG00000266835.5	GAPLINC	3466249	3478978	18
chr18	ENSG00000262001.1	DLGAP1-AS2	3602999	3608336	18
chr18	ENSG00000264575.1	LINC00526	5236723	5237825	18
chr18	ENSG00000198081.10	ZBTB14	5289018	5297053	18
chr18	ENSG00000235552.4	RPL6P27	6462143	6463015	18
chr18	ENSG00000088756.12	ARHGAP28	6729717	6915716	18
chr18	ENSG00000173482.16	PTPRM	7566781	8406760	18
chr18	ENSG00000265413.1	RP11-789C17.1	8402846	8405161	18
chr18	ENSG00000266708.1	RP11-661O13.1	8635178	8636252	18
chr18	ENSG00000263847.1	RP11-143J12.3	9112403	9115877	18
chr18	ENSG00000273284.1	RP11-888D10.4	9259387	9260390	18
chr18	ENSG00000154856.12	APCDD1	10454627	10489948	18
chr18	ENSG00000154864.11	PIEZO2	10670240	11148762	18
chr18	ENSG00000267480.1	RP11-703I16.1	12031177	12032181	18
chr18	ENSG00000267733.5	RP11-64C12.3	12201981	12223539	18
chr18	ENSG00000176014.12	TUBB6	12307668	12344320	18
chr18	ENSG00000267108.1	RP11-861E21.1	12432896	12437635	18
chr18	ENSG00000266969.1	RP11-773H22.4	12984693	12991173	18
chr18	ENSG00000101639.18	CEP192	12991361	13125052	18
chr18	ENSG00000266954.1	RP11-701H16.4	13644814	13645126	18
chr18	ENSG00000266145.1	RHOT1P1	14222007	14222331	18
chr18	ENSG00000265787.2	CYP4F35P	14337422	14342524	18
chr18	ENSG00000167088.10	SNRPD1	21612266	21633524	18
chr18	ENSG00000158201.9	ABHD3	21650896	21704805	18
chr18	ENSG00000266010.1	GATA6-AS1	22166897	22168968	18
chr18	ENSG00000264012.1	RP11-627G18.2	22175464	22176662	18
chr18	ENSG00000266283.1	RP11-627G18.1	22200618	22205229	18
chr18	ENSG00000273348.1	RP11-535A5.1	22347845	22348252	18
chr18	ENSG00000134508.12	CABLES1	23134563	23260467	18
chr18	ENSG00000141458.12	NPC1	23506183	23586898	18
chr18	ENSG00000154065.16	ANKRD29	23598925	23662885	18
chr18	ENSG00000053747.15	LAMA3	23689442	23955066	18
chr18	ENSG00000265752.2	RP11-403A21.1	23957753	23982556	18
chr18	ENSG00000264924.1	RP11-799B12.2	24113665	24121003	18
chr18	ENSG00000279332.1	RP11-799B12.1	24135610	24135829	18
chr18	ENSG00000265750.1	RP11-799B12.4	24160777	24162043	18
chr18	ENSG00000198795.10	ZNF521	25061925	25352190	18
chr18	ENSG00000134504.12	KCTD1	26454909	26657401	18
chr18	ENSG00000171885.13	AQP4	26855816	26865771	18
chr18	ENSG00000154080.13	CHST9	26906480	27185317	18
chr18	ENSG00000170558.8	CDH2	27950965	28177446	18
chr18	ENSG00000134762.16	DSC3	30990007	31042815	18
chr18	ENSG00000046604.12	DSG2	31498042	31549008	18
chr18	ENSG00000118271.9	TTR	31591725	31599021	18
chr18	ENSG00000101695.8	RNF125	32018371	32073213	18
chr18	ENSG00000263393.1	RP11-53I6.4	32122399	32124478	18
chr18	ENSG00000141441.15	GAREM1	32124876	32470484	18
chr18	ENSG00000279989.1	RP11-158H5.2	35257039	35257512	18
chr18	ENSG00000267583.5	RP11-322E11.5	35443868	35467088	18
chr18	ENSG00000141428.16	C18orf21	35972082	35979286	18
chr18	ENSG00000260552.1	RP11-49I11.1	36187234	36187448	18
chr18	ENSG00000075643.5	MOCOS	36187518	36272157	18
chr18	ENSG00000274849.1	RP11-49I11.4	36189823	36190272	18
chr18	ENSG00000134775.15	FHOD3	36297713	36769426	18
chr18	ENSG00000267707.2	RP11-95O2.5	37246889	37247506	18
chr18	ENSG00000276174.1	RP11-687E1.2	42052704	42053030	18
chr18	ENSG00000267414.1	RP11-456K23.1	44676926	44679717	18
chr18	ENSG00000152217.16	SETBP1	44680172	45068510	18
chr18	ENSG00000141469.16	SLC14A1	45724126	45752520	18
chr18	ENSG00000152229.18	PSTPIP2	45983535	46072260	18
chr18	ENSG00000222179.1	RN7SKP26	45989652	45989945	18
chr18	ENSG00000152240.12	HAUS1	46104334	46128333	18
chr18	ENSG00000167210.16	LOXHD1	46476971	46657033	18
chr18	ENSG00000167216.16	KATNAL2	46917505	47102243	18
chr18	ENSG00000280212.1	RP11-49K24.3	47076116	47076594	18
chr18	ENSG00000267541.1	MTCO2P2	47853232	47853457	18
chr18	ENSG00000101665.8	SMAD7	48919852	48950711	18
chr18	ENSG00000101670.11	LIPG	49560698	49599182	18
chr18	ENSG00000167306.19	MYO5B	49822812	50195093	18
chr18	ENSG00000172361.5	CFAP53	50227192	50266522	18
chr18	ENSG00000277310.1	RP11-699C17.1	50256035	50256461	18
chr18	ENSG00000154839.9	SKA1	50374994	50394173	18
chr18	ENSG00000141639.11	MAPK4	50560077	50731824	18
chr18	ENSG00000141642.8	ELAC1	50967990	50988121	18
chr18	ENSG00000041353.9	RAB27B	54717859	54895516	18
chr18	ENSG00000166510.13	CCDC68	54901508	54959508	18
chr18	ENSG00000196628.15	TCF4	55222330	55664787	18
chr18	ENSG00000081923.11	ATP8B1	57646425	57803101	18
chr18	ENSG00000049759.17	NEDD4L	58044366	58401540	18
chr18	ENSG00000267504.1	RP11-845C23.2	58371565	58372666	18
chr18	ENSG00000166562.8	SEC11C	59139476	59158836	18
